user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SRR21169626_bin_10816	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.05	0.826	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.05	0.826	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029258315.1, s__Fusobacterium_B sp029258315, 95.0, 85.0, 0.351; GCF_000622245.1, s__Fusobacterium_B perfoetens, 95.0, 83.29, 0.215; GCF_012843705.1, s__Fusobacterium_B sp012843705, 95.0, 82.85, 0.222	83.61	11	N/A	Genome has more than 10.0% of markers with multiple hits
SRR21169626_bin_10927	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	GCF_000013285.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	98.0	0.595	GCF_000013285.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	98.0	0.595	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029258205.1, s__Sarcina sp029258205, 95.0, 93.94, 0.496; GCF_029267215.1, s__Sarcina sp029267215, 95.0, 88.09, 0.199	82.66	11	N/A	N/A
SRR21169626_bin_20407	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	GCF_902364775.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	95.52	0.852	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 95.52, 0.852; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 94.67, 0.808; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.55, 0.809; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.69, 0.7; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.68, 0.652; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 88.39, 0.472; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 85.03, 0.315; GCF_020735465.1, s__Collinsella stercoris, 95.0, 83.65, 0.214; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 83.55, 0.216; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 82.71, 0.231; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 81.96, 0.169; GCA_900555555.1, s__Collinsella sp900555555, 95.0, 81.33, 0.151	94.34	11	N/A	N/A
SRR21169626_bin_7738	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.6	0.738	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.6	0.738	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416805.1, s__Fusobacterium_B sp019416805, 95.0, 94.06, 0.731; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 87.35, 0.447; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 84.95, 0.247; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 84.95, 0.239; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 84.92, 0.223; GCA_900545035.1, s__Fusobacterium_B sp900545035, 95.0, 84.25, 0.179	69.51	11	N/A	N/A
SRR21169627_bin_9058	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	GCF_902364775.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	95.14	0.802	GCF_902364775.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	95.14	0.802	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.36, 0.757; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 94.35, 0.779; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.56, 0.593; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.21, 0.469; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 88.71, 0.653; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 85.69, 0.284; GCF_020735465.1, s__Collinsella stercoris, 95.0, 83.9, 0.205; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 83.57, 0.199; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 83.38, 0.219; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 82.79, 0.163	90.33	11	N/A	N/A
SRR21169628_bin_120	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.39	0.842	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.39	0.842	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 95.08, 0.768; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.18, 0.675; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.86, 0.555; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.67, 0.463; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.27, 0.479; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 87.28, 0.271; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 86.72, 0.2; GCF_020735465.1, s__Collinsella stercoris, 95.0, 86.68, 0.222; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 86.65, 0.221; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 85.54, 0.164	82.58	11	N/A	N/A
SRR21169628_bin_18777	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900556845.1, s__Phocaeicola sp900556845, 95.0, 94.69, 0.438; GCF_000154845.1, s__Phocaeicola coprocola, 95.0, 94.39, 0.426; GCA_019414665.1, s__Phocaeicola sp019414665, 95.0, 93.89, 0.184; GCA_905198575.1, s__Phocaeicola sp905198575, 95.0, 92.82, 0.377; GCA_000432735.1, s__Phocaeicola sp000432735, 95.0, 81.39, 0.15	73.47	11	0.98665	Genome has more than 13.3% of markers with multiple hits
SRR21169628_bin_232	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	GCF_937906905.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	96.94	0.916	GCF_937906905.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	96.94	0.916	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008693005.1, s__Helicobacter_B canis, 95.0, 86.66, 0.217; GCF_900451095.1, s__Helicobacter_B canis_B, 95.0, 83.92, 0.197	93.01	11	N/A	N/A
SRR21169628_bin_28481	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.32	0.662	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.32	0.662	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416805.1, s__Fusobacterium_B sp019416805, 95.0, 94.63, 0.651; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 88.08, 0.385; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 85.86, 0.216; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 85.58, 0.239; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 85.4, 0.21; GCA_900545035.1, s__Fusobacterium_B sp900545035, 95.0, 85.04, 0.171	72.69	11	N/A	Genome has more than 10.8% of markers with multiple hits
SRR21169629_bin_15907	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp937890825	GCA_937890825.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp937890825	97.73	0.801	GCA_937890825.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp937890825	97.73	0.801	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.76	11	N/A	N/A
SRR21169629_bin_9133	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	96.75	0.867	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	96.75	0.867	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029258315.1, s__Fusobacterium_B sp029258315, 95.0, 85.4, 0.348; GCF_000622245.1, s__Fusobacterium_B perfoetens, 95.0, 83.8, 0.25; GCF_012843705.1, s__Fusobacterium_B sp012843705, 95.0, 83.53, 0.24	76.6	11	N/A	N/A
SRR21169630_bin_126	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Avilachnospira;s__	N/A	N/A	N/A	N/A	N/A	GCA_030525875.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Avilachnospira;s__Avilachnospira sp030525875	86.53	0.47	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Avilachnospira;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	89.79	11	0.98653	N/A
SRR21169630_bin_132	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_900552855.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900552855	88.4	0.513	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900547415.1, s__Phascolarctobacterium_A sp900547415, 95.0, 83.58, 0.332	92.53	11	0.97948	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SRR21169630_bin_16293	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	N/A	N/A	N/A	N/A	N/A	GCF_000482845.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum succiniciproducens	94.92	0.876	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	94.92	11	0.99918	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SRR21169630_bin_17136	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.44	11	0.93856	N/A
SRR21169630_bin_18421	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.06	11	0.98093	N/A
SRR23152947_bin_6000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.77	0.938	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.77	0.938	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 95.31, 0.846; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.5, 0.73; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.99, 0.578; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.76, 0.512; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.04, 0.479; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 87.75, 0.307; GCF_020735465.1, s__Collinsella stercoris, 95.0, 85.94, 0.228; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 85.88, 0.237; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 85.83, 0.224; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 85.44, 0.187	81.35	11	N/A	N/A
SRR23152969_bin_4049	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.83	0.914	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.83	0.914	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 95.09, 0.83; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.18, 0.718; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.92, 0.481; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.78, 0.568; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 88.96, 0.482; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 87.74, 0.309; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 86.8, 0.211; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 86.34, 0.233; GCF_020735465.1, s__Collinsella stercoris, 95.0, 86.08, 0.226; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 85.04, 0.18	80.18	11	N/A	N/A
SRR23153012_bin_11009	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	GCA_902470815.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	97.28	0.864	GCA_902470815.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	97.28	0.864	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000156175.1, s__Collinsella intestinalis, 95.0, 85.91, 0.334; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 85.52, 0.336; GCF_902364775.1, s__Collinsella sp902364775, 95.0, 85.38, 0.322; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 85.01, 0.309; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 84.53, 0.228; GCF_020735465.1, s__Collinsella stercoris, 95.0, 84.14, 0.252; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 84.03, 0.251; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 83.8, 0.326; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 83.62, 0.25; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 82.59, 0.171	74.9	11	N/A	N/A
SRR23153021_bin_11351	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	75.89	11	0.98487	N/A
SRR23153021_bin_17855	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.4	0.875	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.4	0.875	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 94.84, 0.788; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.06, 0.692; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.7, 0.451; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.41, 0.556; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 88.69, 0.466; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 88.57, 0.298; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 86.27, 0.198; GCF_020735465.1, s__Collinsella stercoris, 95.0, 86.15, 0.212; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 86.11, 0.217; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 85.17, 0.167	74.8	11	N/A	N/A
SRR23153032_bin_7229	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.71	0.855	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.71	0.855	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 95.31, 0.775; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.61, 0.671; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.71, 0.517; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.71, 0.448; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.3, 0.454; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 87.35, 0.26; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 86.55, 0.193; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 86.42, 0.192; GCF_020735465.1, s__Collinsella stercoris, 95.0, 86.29, 0.19	73.51	11	N/A	N/A
SRR23153032_bin_8781	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.53	11	0.98382	N/A
